student_id,week_start,monday_1_entry,monday_1,monday_1_exit,monday_2_entry,monday_2,monday_2_exit,monday_3_entry,monday_3,monday_3_exit,monday_4_entry,monday_4,monday_4_exit,monday_5_entry,monday_5,monday_5_exit,monday_end,tuesday_1_entry,tuesday_1,tuesday_1_exit,tuesday_2_entry,tuesday_2,tuesday_2_exit,tuesday_3_entry,tuesday_3,tuesday_3_exit,tuesday_4_entry,tuesday_4,tuesday_4_exit,tuesday_5_entry,tuesday_5,tuesday_5_exit,tuesday_end,wednesday_1_entry,wednesday_1,wednesday_1_exit,wednesday_2_entry,wednesday_2,wednesday_2_exit,wednesday_3_entry,wednesday_3,wednesday_3_exit,wednesday_4_entry,wednesday_4,wednesday_4_exit,wednesday_5_entry,wednesday_5,wednesday_5_exit,wednesday_end,thursday_1_entry,thursday_1,thursday_1_exit,thursday_2_entry,thursday_2,thursday_2_exit,thursday_3_entry,thursday_3,thursday_3_exit,thursday_4_entry,thursday_4,thursday_4_exit,thursday_5_entry,thursday_5,thursday_5_exit,thursday_end,friday_1_entry,friday_1,friday_1_exit,friday_2_entry,friday_2,friday_2_exit,friday_3_entry,friday_3,friday_3_exit,friday_4_entry,friday_4,friday_4_exit,friday_5_entry,friday_5,friday_5_exit,week_end
Person_230534823,163,NA,2,NA,Event_0249277,Event_7543626146,Event_5105002,NA,17,NA,NA,20,NA,Event_2711075,Event_4950437894,Event_6800652,164,Event_5889306,Event_5698818669,Event_4306593,NA,34,NA,NA,40,NA,Event_7555772,Event_8994538921,Event_9277210,Event_9694406,Event_0399645212,Event_8163356,178,NA,68,NA,Event_8283330,Event_7800765530,Event_0133943,NA,74,NA,NA,87,NA,NA,89,NA,192,Event_1179474,Event_9596515067,Event_1594341,NA,95,NA,NA,99,NA,Event_2466970,Event_0407312959,Event_6533657,Event_2847241,Event_7002120667,Event_0452098,206,NA,121,NA,Event_1795146,Event_8520863831,Event_9277210,Event_9694406,Event_9040714674,Event_8163356,NA,Event_57049,NA,NA,145,NA,220
Person_928136555,153,NA,1,NA,Event_4872607,Event_9698382264,Event_0133943,NA,16,NA,Event_5812832,Event_6694367574,Event_5999452,NA,25,NA,154,NA,36,NA,Event_4553144,Event_8850310193,Event_2105760,NA,44,NA,NA,50,NA,NA,56,NA,168,Event_5774716,Event_4458922842,Event_6663553,NA,77,NA,NA,79,NA,NA,82,NA,NA,88,NA,182,Event_8375908,Event_9508888110,Event_3349069,Event_7033897,Event_7230787094,Event_8639659,Event_6565454,Event_0054322182,Event_1012711,NA,118,NA,Event_6408499,Event_4107098133,Event_3016619,196,NA,Event_76551,NA,Event_7033897,Event_6304229151,Event_8639659,NA,134,NA,NA,145,NA,NA,150,NA,210
Person_204089545,151,NA,1,NA,Event_2466970,Event_5504036817,Event_6533657,NA,Event_3975898372,NA,Event_8252526,Event_6307891745,Event_2711075,NA,Event_53877,NA,152,NA,33,NA,Event_4872607,Event_0218627798,Event_7363870,Event_7294418,Event_7248450776,Event_3556068,NA,56,NA,NA,59,NA,166,NA,64,NA,Event_5774716,Event_0509902581,Event_8480746,Event_9765752,Event_8203878638,Event_9995483,NA,82,NA,NA,87,NA,180,NA,91,NA,NA,95,NA,NA,98,NA,Event_7985829,Event_9884213261,Event_0660138,Event_3806475,Event_7433716583,Event_2164736,194,NA,125,NA,Event_4872607,Event_8646351736,Event_8557381,NA,138,NA,Event_9694406,Event_0423579706,Event_3556068,NA,149,NA,208
Person_907665341,159,NA,2,NA,NA,7,NA,NA,11,NA,NA,16,NA,Event_3806475,Event_6570103532,Event_7096402,160,NA,31,NA,Event_4786226,Event_2660610792,Event_5105002,NA,Event_2898925541,NA,NA,54,NA,NA,60,NA,174,NA,65,NA,NA,69,NA,NA,74,NA,NA,78,NA,Event_0366551,Event_4958192590,Event_2580404,188,NA,93,NA,Event_1594341,Event_3988399255,Event_6358126,NA,108,NA,Event_6565454,Event_0287725810,Event_2090299,NA,NA,NA,202,Event_5774716,Event_0180068283,Event_6663553,Event_0095816,Event_0030334831,Event_6565454,NA,140,NA,NA,144,NA,NA,Event_10627,NA,216
Person_520673310,155,NA,5,NA,NA,7,NA,Event_5105002,Event_0465294512,Event_7269956,NA,Event_7098754038,NA,Event_2970306,Event_0639650764,Event_7696167,156,NA,35,NA,Event_4169224,Event_3316882474,Event_9765752,Event_0170969,Event_7333390551,Event_2115962,NA,57,NA,NA,58,NA,170,NA,69,NA,Event_5105002,Event_3008658874,Event_7269956,NA,84,NA,NA,87,NA,Event_7096402,Event_0160218027,Event_7745743,184,Event_6533657,Event_3758267818,Event_6926163,Event_0282006,Event_6674802160,Event_0705966,Event_9397753,Event_9331377195,Event_5394615,Event_4227566,Event_8369330325,Event_3377577,Event_2231185,Event_3095128833,Event_4479855,198,Event_1179474,Event_8427723221,Event_1594341,NA,Event_03696,NA,NA,132,NA,NA,137,NA,Event_0170969,Event_0872586332,Event_2115962,212
Person_630293511,161,NA,4,NA,Event_6353138,Event_6952967343,Event_8963184,Event_6948137,Event_6031532495,Event_9995483,NA,22,NA,NA,28,NA,162,NA,36,NA,Event_1686614,Event_0766725692,Event_6533657,NA,45,NA,NA,47,NA,Event_8683731,Event_7628395396,Event_3380519,176,NA,61,NA,NA,67,NA,NA,74,NA,Event_8217737,Event_8619326026,Event_3995611,Event_2498687,Event_0748915905,Event_3556068,190,Event_4872607,Event_6762491934,Event_0133943,NA,104,NA,Event_3806475,Event_1248192163,Event_4998624,NA,Event_50205,NA,NA,118,NA,204,NA,121,NA,Event_4786226,Event_8873755515,Event_5105002,NA,140,NA,NA,144,NA,NA,145,NA,218
Person_333870381,159,Event_0915018,Event_8355965331,Event_1196842,Event_4169224,Event_4609369123,Event_9765752,Event_1795146,Event_1263141940,Event_9277210,NA,20,NA,Event_2164736,Event_8837262584,Event_7402027,160,NA,31,NA,Event_6888197,Event_1213096164,Event_1196842,NA,38,NA,NA,49,NA,NA,53,NA,174,Event_4285772,Event_3020393582,Event_1042535,NA,77,NA,NA,80,NA,Event_4823941,Event_0247178070,Event_1534435,Event_3380519,Event_0701025440,Event_0452098,188,Event_6847067,Event_2216494705,Event_7033897,Event_4169224,Event_4508216072,Event_9765752,Event_1795146,Event_5644950168,Event_9277210,NA,109,NA,Event_2115962,Event_6568303728,Event_0833106,202,Event_1962315,Event_6577645242,Event_8567456,NA,132,NA,NA,Event_09031,NA,NA,139,NA,NA,143,NA,216
Person_718126638,157,Event_1179474,Event_8397608729,Event_5774716,Event_2466970,Event_6644517926,Event_6533657,Event_8639659,Event_6095114290,Event_8252526,NA,Event_48018,NA,NA,27,NA,158,Event_3689147,Event_7208895665,Event_4169224,Event_4872607,Event_6573645481,Event_7542602,NA,47,NA,NA,49,NA,NA,58,NA,172,Event_1179474,Event_1104868455,Event_1594341,Event_2818498,Event_2684874980,Event_0133943,Event_7985829,Event_2469245480,Event_8525553,Event_2847241,Event_0724338255,Event_0452098,Event_0481538,Event_1923548572,Event_2239224,186,Event_5889306,Event_7702637970,Event_1686614,NA,98,NA,Event_5209083,Event_4060231880,Event_9765752,NA,107,NA,NA,110,NA,200,Event_3689147,Event_9119034537,Event_4169224,NA,132,NA,NA,134,NA,NA,137,NA,NA,139,NA,214
Person_845390048,153,NA,5,NA,NA,15,NA,Event_6275387,Event_9251697973,Event_9277210,NA,24,NA,NA,29,NA,154,Event_1962315,Event_3972734301,Event_4786226,Event_8212993,Event_4924129312,Event_1975292,NA,45,NA,NA,46,NA,Event_6565454,Event_4518318528,Event_0109368,168,NA,63,NA,Event_7033897,Event_5036741490,Event_9697702,NA,70,NA,Event_5812832,Event_9430741017,Event_0161783,NA,87,NA,182,NA,93,NA,NA,97,NA,NA,104,NA,NA,113,NA,NA,118,NA,196,Event_1962315,Event_4183690977,Event_4786226,Event_4872607,Event_1598132013,Event_7363870,NA,137,NA,NA,Event_10203,NA,NA,145,NA,210
Person_543611130,159,NA,1,NA,Event_1686614,Event_6006621388,Event_6533657,NA,14,NA,Event_8252526,Event_5415420644,Event_2711075,Event_2711075,Event_4950437894,Event_6800652,160,NA,32,NA,NA,39,NA,Event_0170969,Event_5851597801,Event_2115962,NA,57,NA,NA,59,NA,174,NA,64,NA,NA,72,NA,NA,73,NA,Event_0170969,Event_1104249787,Event_2115962,NA,86,NA,188,Event_5774716,Event_6736068630,Event_6663553,NA,Event_87724,NA,Event_3806475,Event_5398324873,Event_2164736,Event_2847241,Event_7002120667,Event_0452098,Event_3516535,Event_7399269903,Event_9320882,202,NA,134,NA,NA,138,NA,Event_0170969,Event_5265363285,Event_2115962,NA,147,NA,NA,149,NA,216
Person_201537733,163,Event_8375908,Event_0994240938,Event_3349069,Event_8212993,Event_5302884109,Event_1975292,NA,14,NA,NA,17,NA,Event_2164736,Event_1506603329,Event_7402027,164,NA,32,NA,Event_2672287,Event_4163401074,Event_2768788,NA,44,NA,Event_0170969,Event_7333390551,Event_2115962,NA,55,NA,178,NA,67,NA,Event_6275387,Event_8351263118,Event_9277210,Event_2847241,Event_5198072728,Event_3380519,Event_6351806,Event_4270251668,Event_2090299,Event_7096402,Event_0160218027,Event_7745743,192,Event_6978565,Event_7764002201,Event_8212993,Event_1088614,Event_2829791385,Event_8557381,NA,Event_73453,NA,Event_3994645,Event_9150891627,Event_1384015,Event_4227566,Event_8369330325,Event_4479855,206,NA,123,NA,Event_0915018,Event_8323442818,Event_1196842,NA,133,NA,Event_0170969,Event_0872586332,Event_2115962,NA,147,NA,220
Person_507478165,157,NA,Event_23882,NA,NA,12,NA,Event_1795146,Event_1151198826,Event_9428375,Event_2498687,Event_6545213756,Event_3556068,Event_0161783,Event_1760425474,Event_4071287,158,Event_4169224,Event_1054691176,Event_9765752,NA,Event_5985631144,NA,NA,54,NA,NA,55,NA,Event_0452098,Event_5513514917,Event_7152978,172,NA,63,NA,Event_0666523,Event_8676204317,Event_8252526,NA,81,NA,Event_2378817,Event_2972174125,Event_2970306,NA,86,NA,186,NA,97,NA,NA,100,NA,Event_1795146,Event_4557313558,Event_0255533,Event_0666700,Event_5708410642,Event_0705966,Event_2115962,Event_6674643939,Event_5067277,200,NA,121,NA,NA,125,NA,Event_4169224,Event_3630260153,Event_9765752,NA,141,NA,NA,150,NA,214
Person_753720009,151,NA,2,NA,Event_0249277,Event_0390179727,Event_5105002,NA,Event_02928,NA,Event_5812832,Event_6345295548,Event_5999452,NA,30,NA,152,NA,40,NA,Event_7985829,Event_8082920322,Event_0660138,Event_0366551,Event_5265865535,Event_3994645,NA,56,NA,NA,60,NA,166,NA,63,NA,NA,65,NA,Event_2818498,Event_2938378275,Event_0133943,Event_6663553,Event_7542854237,Event_8683731,NA,85,NA,180,Event_2466970,Event_2647523301,Event_6533657,NA,104,NA,Event_8683731,Event_6383254489,Event_6577580,NA,111,NA,Event_0481538,Event_8754036772,Event_2239224,194,Event_1179474,Event_4238839265,Event_1594341,NA,126,NA,NA,131,NA,Event_6663553,Event_7943065235,Event_8683731,NA,139,NA,208
Person_723390239,151,NA,2,NA,Event_4553144,Event_2526613808,Event_2105760,Event_4418215,Event_6510524757,Event_1027322,NA,24,NA,NA,26,NA,152,Event_6353138,Event_9211708992,Event_5244950,Event_7284837,Event_3889104464,Event_9277210,Event_0282006,Event_6641715551,Event_0705966,NA,59,NA,Event_9269172,Event_3760487234,Event_6512065,166,NA,61,NA,Event_0915018,Event_7821303856,Event_1196842,NA,76,NA,NA,87,NA,NA,89,NA,180,NA,91,NA,Event_1686614,Event_8811325199,Event_6533657,Event_0666523,Event_2691083650,Event_2711075,NA,Event_70567,NA,NA,118,NA,194,NA,125,NA,Event_5774716,Event_6946154991,Event_8480746,NA,130,NA,Event_1878648,Event_8898672259,Event_9277210,Event_0282006,Event_5673841340,Event_0705966,208
Person_438837129,151,NA,1,NA,Event_9611573,Event_7929236353,Event_7543701,NA,8,NA,NA,Event_48018,NA,NA,25,NA,152,Event_1179474,Event_4657518881,Event_5774716,Event_4872607,Event_7048018678,Event_8557381,Event_7679381,Event_6499674833,Event_6131566,Event_7294418,Event_8809336195,Event_8163356,NA,57,NA,166,NA,62,NA,Event_5774716,Event_8293460755,Event_8480746,NA,71,NA,NA,73,NA,NA,85,NA,180,NA,91,NA,NA,98,NA,Event_4506467,Event_8196397117,Event_7305354,NA,112,NA,NA,119,NA,194,Event_5889306,Event_5360281236,Event_1686614,Event_8212993,Event_8182307967,Event_1975292,Event_4202693,Event_8279865891,Event_0282006,Event_9694406,Event_9167128296,Event_8163356,NA,149,NA,208
Person_880159366,163,NA,1,NA,NA,13,NA,NA,18,NA,Event_0282006,Event_9220981917,Event_0705966,NA,30,NA,164,Event_9771338,Event_7960721321,Event_4553144,Event_8212993,Event_2281043228,Event_1975292,Event_8639659,Event_8973387787,Event_8252526,NA,51,NA,NA,Event_07231,NA,178,NA,61,NA,Event_6888197,Event_3148496323,Event_9705386,NA,75,NA,NA,84,NA,NA,85,NA,192,NA,95,NA,NA,102,NA,Event_6533657,Event_9701022545,Event_6926163,Event_8252526,Event_7841048277,Event_2711075,NA,120,NA,206,Event_2824754,Event_7334352167,Event_7033897,Event_5671531,Event_5650478583,Event_4789068,Event_0751027,Event_0424121271,Event_5813805,NA,140,NA,NA,146,NA,220
Person_116100290,161,NA,1,NA,Event_5774716,Event_2076761028,Event_6663553,NA,15,NA,NA,16,NA,Event_9694406,Event_4990522668,Event_7554508,162,NA,33,NA,NA,36,NA,Event_6353138,Event_2534642768,Event_8963184,Event_8639659,Event_8037553944,Event_0666523,NA,52,NA,176,NA,62,NA,NA,71,NA,Event_6842677,Event_0511401455,Event_3910412,NA,78,NA,Event_8683731,Event_7676012163,Event_0452098,190,NA,94,NA,Event_3349069,Event_5073625448,Event_7985829,NA,Event_44419,NA,NA,108,NA,Event_9694406,Event_9773875551,Event_7554508,204,Event_3349069,Event_3771790413,Event_7985829,Event_8639659,Event_8846620021,Event_0666523,NA,141,NA,NA,142,NA,NA,145,NA,218
Person_073899011,157,NA,3,NA,Event_2105760,Event_4080050895,Event_3806475,Event_0366551,Event_1038705868,Event_3699272,NA,26,NA,NA,28,NA,158,NA,32,NA,NA,35,NA,NA,Event_32622,NA,Event_6533657,Event_3085257823,Event_4884624,Event_6565454,Event_8026731534,Event_0109368,172,NA,62,NA,NA,72,NA,Event_5105002,Event_3303191093,Event_7269956,NA,79,NA,NA,86,NA,186,Event_1179474,Event_8411578845,Event_1594341,NA,94,NA,NA,101,NA,Event_5105002,Event_0674886887,Event_0170969,NA,Event_1625175297,NA,200,Event_7218299,Event_2038913936,Event_4285772,NA,128,NA,NA,131,NA,Event_6533657,Event_0667680779,Event_4884624,NA,143,NA,214
Person_856518633,155,NA,5,NA,Event_5774716,Event_8768523339,Event_6663553,Event_5105002,Event_0698060305,Event_7269956,NA,18,NA,Event_7294418,Event_8017091661,Event_7554508,156,NA,36,NA,Event_8212993,Event_2281043228,Event_1975292,Event_6663553,Event_3007126237,Event_4993804,NA,Event_26319,NA,NA,55,NA,170,NA,61,NA,NA,65,NA,NA,75,NA,NA,78,NA,Event_6565454,Event_5040087770,Event_2090299,184,NA,92,NA,Event_1088614,Event_0140999893,Event_0133943,Event_6533657,Event_9701022545,Event_6926163,NA,108,NA,Event_7294418,Event_8949652645,Event_2514108,198,NA,124,NA,Event_5671531,Event_5650478583,Event_4789068,Event_6663553,Event_2603639044,Event_4993804,NA,139,NA,NA,148,NA,212
Person_989896893,159,NA,2,NA,Event_4786226,Event_9265367909,Event_5105002,NA,13,NA,NA,18,NA,Event_0660138,Event_4166941332,Event_1019132,160,NA,32,NA,NA,36,NA,NA,37,NA,Event_8639659,Event_4853288805,Event_2545921,Event_4394180,Event_2106871088,Event_0721943,174,NA,62,NA,Event_7425867,Event_9284768469,Event_7305354,NA,74,NA,Event_6275387,Event_1033374637,Event_4423353,Event_6948137,Event_4360657076,Event_7244016,188,NA,96,NA,NA,Event_9630175414,NA,NA,Event_23681,NA,Event_1787682,Event_7041477205,Event_9042723,Event_9000052,Event_3649273802,Event_8369489,202,NA,121,NA,NA,126,NA,NA,129,NA,NA,132,NA,Event_0751027,Event_2090900125,Event_5400162,216
Person_725328257,161,NA,5,NA,NA,10,NA,NA,Event_21714,NA,Event_8683731,Event_0127325732,Event_6577580,Event_4227566,Event_2053962230,Event_4479855,162,NA,34,NA,NA,40,NA,Event_2105760,Event_8857483986,Event_3806475,NA,53,NA,NA,55,NA,176,NA,61,NA,NA,72,NA,NA,75,NA,Event_3343618,Event_6530956730,Event_4981378,NA,88,NA,190,NA,102,NA,NA,106,NA,Event_0660138,Event_8579278227,Event_7636651,NA,117,NA,Event_7124779,Event_2173356885,Event_5610246,204,NA,122,NA,NA,126,NA,NA,132,NA,Event_0769366,Event_9114354374,Event_5812832,NA,139,NA,218
Person_608390432,159,NA,2,NA,NA,11,NA,Event_8451414,Event_9526077037,Event_8217737,NA,20,NA,NA,Event_67973,NA,160,NA,31,NA,NA,35,NA,Event_4169224,Event_2645835046,Event_9765752,Event_4202693,Event_7877967368,Event_0282006,Event_0170969,Event_8857113765,Event_2115962,174,NA,64,NA,NA,71,NA,NA,75,NA,NA,79,NA,NA,82,NA,188,NA,93,NA,NA,104,NA,NA,109,NA,Event_3871731,Event_5306351797,Event_5317911,Event_4242692,Event_5416918416,Event_4779719,202,Event_1686614,Event_0795778236,Event_6533657,NA,138,NA,Event_6948137,Event_6139115856,Event_7599275,NA,146,NA,NA,148,NA,216
Person_607783593,153,Event_8085880,Event_8365803497,Event_4553144,Event_2466970,Event_5900542193,Event_6533657,Event_8451414,Event_4317954842,Event_8217737,Event_5812832,Event_3680959501,Event_0161783,NA,29,NA,154,NA,31,NA,Event_1088614,Event_0151033694,Event_8557381,Event_1795146,Event_2073981855,Event_9277210,NA,Event_45230,NA,NA,56,NA,168,NA,62,NA,NA,74,NA,NA,83,NA,Event_3994645,Event_8340456897,Event_1384015,Event_4242692,Event_6798839482,Event_4779719,182,Event_5889306,Event_8299033234,Event_1686614,NA,96,NA,Event_8639659,Event_6135631063,Event_0666523,NA,106,NA,Event_8683731,Event_6047735843,Event_2847241,196,Event_4872607,Event_8886785867,Event_8557381,Event_1795146,Event_0883886347,Event_4423353,NA,141,NA,NA,145,NA,NA,149,NA,210
Person_594859326,159,Event_1962315,Event_1776940735,Event_4786226,Event_7737766,Event_0978462352,Event_1027322,Event_2498687,Event_8870064478,Event_3556068,NA,23,NA,NA,Event_67713,NA,160,Event_7218299,Event_0120791434,Event_1042535,Event_3349069,Event_8876186627,Event_7985829,NA,45,NA,Event_6948137,Event_1064823992,Event_7599275,NA,59,NA,174,NA,71,NA,NA,74,NA,NA,76,NA,NA,83,NA,Event_4227566,Event_0880778746,Event_4479855,188,NA,Event_7524225454,NA,NA,108,NA,Event_9694406,Event_0692599808,Event_9165141,Event_0568875,Event_9756943528,Event_0242584,NA,116,NA,202,Event_4266084,Event_3896975957,Event_7033897,Event_3349069,Event_4840805381,Event_7985829,NA,137,NA,NA,139,NA,NA,142,NA,216
Person_835539574,163,Event_1962315,Event_6381496413,Event_4786226,Event_4169224,Event_3747215179,Event_9765752,NA,13,NA,NA,17,NA,Event_0366551,Event_2752278992,Event_3994645,164,NA,Event_44874,NA,NA,36,NA,Event_7033897,Event_9786194752,Event_8639659,NA,43,NA,NA,58,NA,178,NA,61,NA,NA,69,NA,NA,75,NA,NA,77,NA,NA,87,NA,192,Event_1179474,Event_2844684917,Event_5774716,Event_5774716,Event_0975554742,Event_6663553,NA,105,NA,Event_8683731,Event_8937361620,Event_2847241,Event_5880216,Event_8774094968,Event_6295646,206,NA,121,NA,Event_7543701,Event_4943932903,Event_4202693,NA,133,NA,NA,138,NA,NA,150,NA,220
Person_930637157,151,Event_1179474,Event_7810264945,Event_9414378,Event_7033897,Event_0423822388,Event_8639659,NA,16,NA,Event_7294418,Event_0481252668,Event_9370799,NA,25,NA,152,NA,32,NA,NA,39,NA,NA,40,NA,NA,45,NA,Event_2115962,Event_7831683094,Event_5067277,166,NA,66,NA,NA,71,NA,NA,74,NA,NA,81,NA,Event_0705966,Event_1191036845,Event_4242692,180,Event_6977545,Event_5598410134,Event_6689087,Event_4786226,Event_2013376976,Event_5105002,NA,104,NA,Event_7737766,Event_1732202250,Event_3412038,Event_9452028,Event_6841923711,Event_7554508,194,NA,Event_31275,NA,NA,131,NA,NA,134,NA,NA,138,NA,NA,145,NA,208
Person_222414609,153,NA,4,NA,Event_4872607,Event_3709044239,Event_0133943,Event_7679381,Event_1339279578,Event_6131566,NA,20,NA,NA,23,NA,154,NA,35,NA,NA,39,NA,Event_0769366,Event_1161342113,Event_5812832,Event_3806475,Event_4262272954,Event_1921454,NA,59,NA,168,NA,70,NA,NA,73,NA,NA,81,NA,NA,85,NA,NA,89,NA,182,Event_4872607,Event_1267766863,Event_0133943,Event_8639659,Event_1181527177,Event_8252526,NA,109,NA,NA,113,NA,NA,116,NA,196,NA,Event_31275,NA,Event_8639659,Event_3377209231,Event_8252526,Event_3806475,Event_5663497510,Event_1921454,NA,145,NA,NA,150,NA,210
Person_590953046,161,NA,5,NA,NA,7,NA,NA,Event_70366,NA,NA,15,NA,Event_9497557,Event_2399168024,Event_3556068,162,NA,31,NA,NA,36,NA,Event_4553144,Event_0516397559,Event_2105760,Event_8639659,Event_2950890213,Event_8252526,Event_9452028,Event_4616539414,Event_2514108,176,NA,61,NA,NA,65,NA,NA,68,NA,NA,76,NA,Event_2378817,Event_7488820574,Event_2970306,190,NA,94,NA,NA,99,NA,NA,104,NA,NA,109,NA,Event_0666700,Event_9324235251,Event_0705966,204,NA,121,NA,NA,126,NA,Event_7033897,Event_2205065777,Event_8639659,Event_8451414,Event_7090430729,Event_8217737,NA,146,NA,218
Person_457906994,161,Event_1179474,Event_5189742764,Event_5774716,NA,7,NA,NA,12,NA,Event_5105002,Event_5078013643,Event_7269956,NA,17,NA,162,NA,31,NA,Event_7033897,Event_7225992431,Event_8639659,NA,43,NA,NA,51,NA,NA,56,NA,176,NA,63,NA,Event_0095816,Event_3026082405,Event_4775768,Event_0666523,Event_0504009835,Event_8252526,NA,80,NA,NA,89,NA,190,Event_8375908,Event_0004034058,Event_3349069,NA,99,NA,Event_6533657,Event_4376130915,Event_6926163,NA,107,NA,NA,Event_01036,NA,204,NA,122,NA,Event_6888197,Event_0977102814,Event_1196842,Event_2768788,Event_0465016172,Event_8451414,Event_6275387,Event_7051857030,Event_3556068,NA,147,NA,218
Person_144769377,163,NA,1,NA,NA,9,NA,Event_2466970,Event_5729962770,Event_6533657,Event_6533657,Event_3528508605,Event_4884624,Event_2498687,Event_6048739817,Event_2514108,164,Event_5290456,Event_2749353786,Event_6956541,Event_1088614,Event_4281059249,Event_9524471,Event_1878648,Event_4160791752,Event_4423353,Event_4227566,Event_9622339860,Event_3398995,Event_9269172,Event_0801584043,Event_6512065,178,Event_4553144,Event_6183330370,Event_2157803,NA,70,NA,Event_8252526,Event_3243720787,Event_4679728,NA,87,NA,NA,90,NA,192,NA,92,NA,NA,97,NA,NA,Event_47731,NA,NA,Event_0555208431,NA,NA,117,NA,206,NA,124,NA,Event_1085382,Event_0563994996,Event_5638853,NA,131,NA,Event_1878648,Event_7231658879,Event_9277210,NA,143,NA,220
Person_841553910,151,NA,3,NA,NA,4,NA,Event_1686614,Event_9012747450,Event_6533657,NA,18,NA,Event_2847241,Event_6977262351,Event_7532361,152,Event_4553144,Event_8850310193,Event_2105760,Event_0769366,Event_3073592237,Event_5812832,Event_0366551,Event_1959000533,Event_3994645,NA,55,NA,NA,60,NA,166,Event_8854737,Event_3339467904,Event_0751027,NA,74,NA,NA,82,NA,NA,90,NA,Event_6800652,Event_5453088998,Event_7940655,180,NA,96,NA,Event_5774716,Event_2575057996,Event_6663553,NA,Event_23681,NA,Event_9452028,Event_5531278293,Event_0924371,Event_2231185,Event_2585832834,Event_4479855,194,Event_7033897,Event_6304229151,Event_8639659,Event_0769366,Event_3066538836,Event_5812832,NA,141,NA,NA,143,NA,NA,147,NA,208
Person_149877528,163,NA,2,NA,NA,10,NA,Event_5105002,Event_5078013643,Event_7269956,NA,17,NA,Event_0666700,Event_5863830899,Event_9187189,164,NA,36,NA,Event_7543701,Event_5311877314,Event_4202693,Event_1795146,Event_3144393619,Event_9277210,NA,53,NA,NA,59,NA,178,NA,65,NA,Event_0095816,Event_3026082405,Event_4775768,NA,Event_28483,NA,NA,83,NA,NA,87,NA,192,NA,97,NA,NA,100,NA,Event_6533657,Event_4376130915,Event_6926163,NA,106,NA,NA,120,NA,206,Event_0915018,Event_0977102814,Event_1196842,Event_1088614,Event_0946188596,Event_0133943,Event_1795146,Event_6294547272,Event_4423353,NA,142,NA,NA,150,NA,220
Person_087316890,151,NA,2,NA,NA,15,NA,NA,17,NA,NA,Event_3657088212,NA,NA,30,NA,152,NA,Event_2007321813,NA,Event_5774716,Event_8868761851,Event_6663553,Event_4418215,Event_2747808951,Event_4187985,NA,50,NA,NA,53,NA,166,NA,Event_99538,NA,NA,73,NA,NA,77,NA,NA,86,NA,NA,89,NA,180,NA,91,NA,NA,100,NA,Event_1948176,Event_3915315982,Event_3871731,NA,117,NA,NA,118,NA,194,NA,Event_6916772295,NA,Event_1686614,Event_2648552764,Event_6533657,Event_0079672,Event_1449717809,Event_0831428,NA,143,NA,NA,148,NA,208
Person_786943548,163,Event_2824754,Event_7740249170,Event_7033897,NA,Event_3825930509,NA,NA,17,NA,Event_6948137,Event_2020860094,Event_7599275,NA,30,NA,164,Event_2204182,Event_1461564724,Event_0769366,NA,Event_59647,NA,NA,49,NA,NA,52,NA,NA,60,NA,178,NA,72,NA,Event_5126327,Event_5298589171,Event_5812832,NA,80,NA,NA,85,NA,NA,89,NA,192,Event_7381699,Event_8839225522,Event_4786226,Event_8212993,Event_9892395047,Event_4418215,NA,107,NA,Event_8683731,Event_1534721069,Event_2847241,NA,116,NA,206,Event_7033897,Event_1268316071,Event_8639659,NA,133,NA,NA,136,NA,NA,139,NA,NA,150,NA,220
Person_227591999,163,NA,1,NA,NA,11,NA,NA,Event_21714,NA,NA,16,NA,Event_3582844,Event_3642411357,Event_7131759,164,Event_2669116,Event_2153001521,Event_7425867,NA,37,NA,NA,43,NA,Event_9694406,Event_7186971971,Event_3556068,NA,55,NA,178,NA,63,NA,NA,65,NA,Event_4786226,Event_3815554570,Event_5105002,NA,75,NA,Event_3806475,Event_8024547596,Event_7096402,192,NA,93,NA,NA,94,NA,NA,100,NA,NA,103,NA,Event_9694406,Event_9808032289,Event_2514108,206,Event_1962315,Event_7157108002,Event_4786226,NA,130,NA,Event_9694406,Event_2858723731,Event_3556068,NA,146,NA,NA,149,NA,220
Person_487243280,155,NA,3,NA,NA,23,NA,Event_2115962,Event_0905398184,Event_3507359,NA,30,NA,Event_4970095,Event_6188878358,Event_0877511,156,Event_0098348,Event_7683524466,Event_2204182,Event_4786226,Event_6986252366,Event_5105002,Event_6663553,Event_2435965127,Event_4993804,NA,54,NA,NA,59,NA,170,NA,66,NA,NA,69,NA,NA,72,NA,NA,75,NA,NA,88,NA,184,NA,91,NA,NA,94,NA,NA,98,NA,NA,113,NA,Event_2847241,Event_7780844495,Event_7532361,198,Event_6610135,Event_6559333884,Event_6956541,Event_1686614,Event_7191783096,Event_6533657,Event_5105002,Event_1380473167,Event_1623297,NA,Event_35057,NA,NA,149,NA,212
